,time,drug,neuron-trial,tuning,firing_rate
0,0.0,GFC,3000,strong,59.192339423470735
1,0.01,GFC,3000,strong,73.72834617438141
2,0.02,GFC,3000,strong,88.82909990724848
3,0.03,GFC,3000,strong,103.59955843691588
4,0.04,GFC,3000,strong,117.0458573716392
5,0.05,GFC,3000,strong,128.18289954502265
6,0.06,GFC,3000,strong,136.14764556911203
7,0.07,GFC,3000,strong,140.30098920243518
8,0.08,GFC,3000,strong,140.3039743823849
9,0.09,GFC,3000,strong,136.15874554084448
10,0.1,GFC,3000,strong,128.20966559017577
11,0.11,GFC,3000,strong,117.10493539861646
12,0.12,GFC,3000,strong,103.72394213724705
13,0.13,GFC,3000,strong,89.08055709130599
14,0.14,GFC,3000,strong,74.21705604622514
15,0.15,GFC,3000,strong,60.105772494914454
16,0.16,GFC,3000,strong,47.57440548936757
17,0.17,GFC,3000,strong,37.2654139822881
18,0.18,GFC,3000,strong,29.631136418651757
19,0.19,GFC,3000,strong,24.956754379770867
20,0.2,GFC,3000,strong,23.39619057611086
21,0.21,GFC,3000,strong,25.004043793196665
22,0.22,GFC,3000,strong,29.75053162472473
23,0.23,GFC,3000,strong,37.51484299593227
24,0.24,GFC,3000,strong,48.062323101392835
25,0.25,GFC,3000,strong,61.01890822245484
26,0.26,GFC,3000,strong,75.85922438979819
27,0.27,GFC,3000,strong,91.92153463837406
28,0.28,GFC,3000,strong,108.45430538027291
29,0.29,GFC,3000,strong,124.68856383970623
30,0.3,GFC,3000,strong,139.92129196425674
31,0.31,GFC,3000,strong,153.5910527653033
32,0.32,GFC,3000,strong,165.32915601258102
33,0.33,GFC,3000,strong,174.9768579378511
34,0.34,GFC,3000,strong,182.56848896148375
35,0.35000000000000003,GFC,3000,strong,188.28867203810907
36,0.36,GFC,3000,strong,192.41647550715146
37,0.37,GFC,3000,strong,195.26966074723487
38,0.38,GFC,3000,strong,197.15899673106276
39,0.39,GFC,3000,strong,198.35772836910633
40,0.4,GFC,3000,strong,199.08656799867072
41,0.41000000000000003,GFC,3000,strong,199.51128685613244
42,0.42,GFC,3000,strong,199.7485296590691
43,0.43,GFC,3000,strong,199.87557821258176
44,0.44,GFC,3000,strong,199.94081473106795
45,0.45,GFC,3000,strong,199.97293646588275
46,0.46,GFC,3000,strong,199.98810413766884
47,0.47000000000000003,GFC,3000,strong,199.99497339100094
48,0.48,GFC,3000,strong,199.99795857087088
49,0.49,GFC,3000,strong,199.99920410896414
50,0.5,GFC,3000,strong,199.9997025092078
51,0.51,GFC,3000,strong,199.99989275077365
52,0.52,GFC,3000,strong,199.99996188513353
53,0.53,GFC,3000,strong,199.99998674115852
54,0.54,GFC,3000,strong,199.99999636833581
55,0.55,GFC,3000,strong,199.99999985128275
56,0.56,GFC,3000,strong,199.99999996421843
57,0.5700000000000001,GFC,3000,strong,199.99999900463678
58,0.58,GFC,3000,strong,199.99999900463672
59,0.59,GFC,3000,strong,199.99999996421832
60,0.6,GFC,3000,strong,199.99999985128275
61,0.61,GFC,3000,strong,199.99999636833596
62,0.62,GFC,3000,strong,199.99998674115875
63,0.63,GFC,3000,strong,199.99996188513444
64,0.64,GFC,3000,strong,199.99989275077826
65,0.65,GFC,3000,strong,199.99970250922962
66,0.66,GFC,3000,strong,199.9992041090619
67,0.67,GFC,3000,strong,199.99795857128981
68,0.68,GFC,3000,strong,199.99497339272625
69,0.6900000000000001,GFC,3000,strong,199.98810414449378
70,0.7000000000000001,GFC,3000,strong,199.97293649181125
71,0.71,GFC,3000,strong,199.94081482566656
72,0.72,GFC,3000,strong,199.8755785440237
73,0.73,GFC,3000,strong,199.7485307742072
74,0.74,GFC,3000,strong,199.5112904588352
75,0.75,GFC,3000,strong,199.0865791746418
76,0.76,GFC,3000,strong,198.3577616562049
77,0.77,GFC,3000,strong,197.1590919175519
78,0.78,GFC,3000,strong,195.26992205731483
79,0.79,GFC,3000,strong,192.41716414214625
80,0.8,GFC,3000,strong,188.29041401468868
81,0.81,GFC,3000,strong,182.57271838854442
82,0.8200000000000001,GFC,3000,strong,174.9867132365589
83,0.8300000000000001,GFC,3000,strong,165.35119376058861
84,0.84,GFC,3000,strong,153.6383385778715
85,0.85,GFC,3000,strong,140.01863713900133
86,0.86,GFC,3000,strong,124.8808145508577
87,0.87,GFC,3000,strong,108.81850318127121
88,0.88,GFC,3000,strong,92.58323840398083
89,0.89,GFC,3000,strong,77.01209908061844
90,0.9,GFC,3000,strong,62.94475078407642
91,0.91,GFC,3000,strong,51.146206016299665
92,0.92,GFC,3000,strong,42.24764333512522
93,0.93,GFC,3000,strong,36.709855892432984
94,0.9400000000000001,GFC,3000,strong,34.80573926957621
95,0.9500000000000001,GFC,3000,strong,36.613217780769006
96,0.96,GFC,3000,strong,42.01016698023373
97,0.97,GFC,3000,strong,50.66779104007426
98,0.98,GFC,3000,strong,62.045933876011134
99,0.99,GFC,3000,strong,75.39941235154308
100,1.0,GFC,3000,strong,89.8058996822189
101,1.01,GFC,3000,strong,104.2224040215839
102,1.02,GFC,3000,strong,117.57042924948604
103,1.03,GFC,3000,strong,128.84222896636425
104,1.04,GFC,3000,strong,137.21478505085588
105,1.05,GFC,3000,strong,142.1555474989654
106,1.06,GFC,3000,strong,143.50425668553035
107,1.07,GFC,3000,strong,141.51715207501533
108,1.08,GFC,3000,strong,136.86265448977514
109,1.09,GFC,3000,strong,130.56134588685353
110,1.1,GFC,3000,strong,123.86879583038453
111,1.11,GFC,3000,strong,118.10839177508166
112,1.12,GFC,3000,strong,114.47237560233512
113,1.1300000000000001,GFC,3000,strong,113.82042267060244
114,1.1400000000000001,GFC,3000,strong,116.51258078636937
115,1.1500000000000001,GFC,3000,strong,122.31349002249628
116,1.16,GFC,3000,strong,130.39547394897855
117,1.17,GFC,3000,strong,139.45009047397895
118,1.18,GFC,3000,strong,147.89479419466764
119,1.19,GFC,3000,strong,154.13929424209948
120,1.2,GFC,3000,strong,156.8611637836163
121,1.21,GFC,3000,strong,155.23685536295204
122,1.22,GFC,3000,strong,149.08390387502206
123,1.23,GFC,3000,strong,138.8903118456486
124,1.24,GFC,3000,strong,125.73222009824718
125,1.25,GFC,3000,strong,111.10383212104603
126,1.26,GFC,3000,strong,96.69802220272159
127,1.27,GFC,3000,strong,84.17908418704965
128,1.28,GFC,3000,strong,74.98174159335137
129,1.29,GFC,3000,strong,70.15734948158334
130,1.3,GFC,3000,strong,70.27504613737707
131,1.31,GFC,3000,strong,75.37710423014957
132,1.32,GFC,3000,strong,84.98536182334294
133,1.33,GFC,3000,strong,98.1572913807904
134,1.34,GFC,3000,strong,113.59167951453445
135,1.35,GFC,3000,strong,129.7809828210567
136,1.36,GFC,3000,strong,145.1987917760634
137,1.37,GFC,3000,strong,158.49885773738373
138,1.3800000000000001,GFC,3000,strong,168.6921950688946
139,1.3900000000000001,GFC,3000,strong,175.26676841488876
140,1.4000000000000001,GFC,3000,strong,178.22360530481848
141,1.41,GFC,3000,strong,178.02256188908902
142,1.42,GFC,3000,strong,175.45439409538767
143,1.43,GFC,3000,strong,171.47472880970182
144,1.44,GFC,3000,strong,167.0426625959226
145,1.45,GFC,3000,strong,162.99933324576898
146,1.46,GFC,3000,strong,160.0032675392963
147,1.47,GFC,3000,strong,158.51762298316316
148,1.48,GFC,3000,strong,158.8286104774747
149,1.49,GFC,3000,strong,161.07021838666492
150,1.5,GFC,3000,strong,165.2379216391816
151,1.51,GFC,3000,strong,171.1880254516836
152,1.52,GFC,3000,strong,178.6319445646359
153,1.53,GFC,3000,strong,187.1399320555272
154,1.54,GFC,3000,strong,196.16486700847207
155,1.55,GFC,3000,strong,205.08678810232303
156,1.56,GFC,3000,strong,213.26869911360407
157,1.57,GFC,3000,strong,220.10903912079377
158,1.58,GFC,3000,strong,225.07833169003854
159,1.59,GFC,3000,strong,227.73538134292215
160,1.6,GFC,3000,strong,227.7278661769637
161,1.61,GFC,3000,strong,224.7887685945018
162,1.62,GFC,3000,strong,218.74089964176193
163,1.6300000000000001,GFC,3000,strong,209.51658897069885
164,1.6400000000000001,GFC,3000,strong,197.1907336686213
165,1.6500000000000001,GFC,3000,strong,182.01656119274696
166,1.6600000000000001,GFC,3000,strong,164.4483402897111
167,1.67,GFC,3000,strong,145.13611397216405
168,1.68,GFC,3000,strong,124.8843252292895
169,1.69,GFC,3000,strong,104.57669846254481
170,1.7,GFC,3000,strong,85.08024296645512
171,1.71,GFC,3000,strong,67.14804401934012
172,1.72,GFC,3000,strong,51.34127967736057
173,1.73,GFC,3000,strong,37.985575384459885
174,1.74,GFC,3000,strong,27.167486196488117
175,1.75,GFC,3000,strong,18.766898850422812
176,1.76,GFC,3000,strong,12.513646164035771
177,1.77,GFC,3000,strong,8.053499590680921
178,1.78,GFC,3000,strong,5.0100607734294655
179,1.79,GFC,3000,strong,3.0335502721514738
180,1.8,GFC,3000,strong,1.833054052489517
181,1.81,GFC,3000,strong,1.1935655718825007
182,1.82,GFC,3000,strong,0.9819982197052335
183,1.83,GFC,3000,strong,1.1469316267640437
184,1.84,GFC,3000,strong,1.7155562288835962
185,1.85,GFC,3000,strong,2.788837880633163
186,1.86,GFC,3000,strong,4.533244091278
187,1.87,GFC,3000,strong,7.1654018488719755
188,1.8800000000000001,GFC,3000,strong,10.925682991304926
189,1.8900000000000001,GFC,3000,strong,16.038578319344037
190,1.9000000000000001,GFC,3000,strong,22.661896524154546
191,1.9100000000000001,GFC,3000,strong,30.83246147981786
192,1.92,GFC,3000,strong,40.42120201622502
193,1.93,GFC,3000,strong,51.11280442880438
194,1.94,GFC,3000,strong,62.42221757296951
195,1.95,GFC,3000,strong,73.75163174363311
196,1.96,GFC,3000,strong,84.47898863091663
197,1.97,GFC,3000,strong,94.0569602010169
198,1.98,GFC,3000,strong,102.0950035044058
199,1.99,GFC,3000,strong,108.40047578377106
200,2.0,GFC,3000,strong,112.968056704885
201,2.0100000000000002,GFC,3000,strong,115.925435166408
202,2.02,GFC,3000,strong,117.45971142163165
203,2.0300000000000002,GFC,3000,strong,117.75565932902856
204,2.04,GFC,3000,strong,116.97014511629881
205,2.05,GFC,3000,strong,115.2489504914914
206,2.06,GFC,3000,strong,112.7708163188163
207,2.07,GFC,3000,strong,109.78860211544904
208,2.08,GFC,3000,strong,106.6363882991934
209,2.09,GFC,3000,strong,103.68533227475514
210,2.1,GFC,3000,strong,101.25442760790766
211,2.11,GFC,3000,strong,99.50488365439452
212,2.12,GFC,3000,strong,98.35861186553518
213,2.13,GFC,3000,strong,97.47678338789656
214,2.14,GFC,3000,strong,96.31501263684879
215,2.15,GFC,3000,strong,94.24501428896465
216,2.16,GFC,3000,strong,90.70902976894695
217,2.17,GFC,3000,strong,85.36184674949578
218,2.18,GFC,3000,strong,78.15970016478627
219,2.19,GFC,3000,strong,69.37330303864854
220,2.2,GFC,3000,strong,59.52638936315154
221,2.21,GFC,3000,strong,49.28254275663436
222,2.22,GFC,3000,strong,39.31482089677673
223,2.23,GFC,3000,strong,30.19223430484915
224,2.24,GFC,3000,strong,22.306654543062415
225,2.25,GFC,3000,strong,15.848458194400994
226,2.2600000000000002,GFC,3000,strong,10.824971720293542
227,2.27,GFC,3000,strong,7.106711165170529
228,2.2800000000000002,GFC,3000,strong,4.483895870166174
229,2.29,GFC,3000,strong,2.718622734664799
230,2.3000000000000003,GFC,3000,strong,1.5838838933584822
231,2.31,GFC,3000,strong,0.8866710086863127
232,2.32,GFC,3000,strong,0.4769372336053413
233,2.33,GFC,3000,strong,0.24651813043692802
234,2.34,GFC,3000,strong,0.12249997423919065
235,2.35,GFC,3000,strong,0.05869069106499814
236,2.36,GFC,3000,strong,0.027559547904236707
237,2.37,GFC,3000,strong,0.013817244488898385
238,2.38,GFC,3000,strong,0.009977449036619325
239,2.39,GFC,3000,strong,0.013818026874776328
240,2.4,GFC,3000,strong,0.02756226687243262
241,2.41,GFC,3000,strong,0.058699096129228204
242,2.42,GFC,3000,strong,0.12252475440833853
243,2.43,GFC,3000,strong,0.2465882017419545
244,2.44,GFC,3000,strong,0.477127349464705
245,2.45,GFC,3000,strong,0.8871658968728781
246,2.46,GFC,3000,strong,1.5851197022892272
247,2.47,GFC,3000,strong,2.7215827001937183
248,2.48,GFC,3000,strong,4.490694776109653
249,2.49,GFC,3000,strong,7.121684649394763
250,2.5,GFC,3000,strong,10.856582722791389
251,2.5100000000000002,GFC,3000,strong,15.912412149791294
252,2.52,GFC,3000,strong,22.430611128784058
253,2.5300000000000002,GFC,3000,strong,30.42231198272106
254,2.54,GFC,3000,strong,39.72358463369252
255,2.5500000000000003,GFC,3000,strong,49.97724758567154
256,2.56,GFC,3000,strong,60.654941546276454
257,2.57,GFC,3000,strong,71.12393385805845
258,2.58,GFC,3000,strong,80.74924397391646
259,2.59,GFC,3000,strong,89.0075243579886
260,2.6,GFC,3000,strong,95.58051591270558
261,2.61,GFC,3000,strong,100.3976942325032
262,2.62,GFC,3000,strong,103.61130982910339
263,2.63,GFC,3000,strong,105.50889772194114
264,2.64,GFC,3000,strong,106.39084520014278
265,2.65,GFC,3000,strong,106.4548370577662
266,2.66,GFC,3000,strong,105.72857936516341
267,2.67,GFC,3000,strong,104.0763512006096
268,2.68,GFC,3000,strong,101.27911258834045
269,2.69,GFC,3000,strong,97.16168537953112
270,2.7,GFC,3000,strong,91.7236236471257
271,2.71,GFC,3000,strong,85.2286461638745
272,2.72,GFC,3000,strong,78.22077733162816
273,2.73,GFC,3000,strong,71.45809856117515
274,2.74,GFC,3000,strong,65.77909264141462
275,2.75,GFC,3000,strong,61.93462088088376
276,2.7600000000000002,GFC,3000,strong,60.42649062409378
277,2.77,GFC,3000,strong,61.390994413896216
278,2.7800000000000002,GFC,3000,strong,64.55502896139987
279,2.79,GFC,3000,strong,69.27669940237703
280,2.8000000000000003,GFC,3000,strong,74.66476359046091
281,2.81,GFC,3000,strong,79.75457945369037
282,2.82,GFC,3000,strong,83.70510558315851
283,2.83,GFC,3000,strong,85.97486496692726
284,2.84,GFC,3000,strong,86.43707550548375
285,2.85,GFC,3000,strong,85.40619113505088
286,2.86,GFC,3000,strong,83.56798019613724
287,2.87,GFC,3000,strong,81.82828268238778
288,2.88,GFC,3000,strong,81.11542588975925
289,2.89,GFC,3000,strong,82.18212622972105
290,2.9,GFC,3000,strong,85.45133495094343
291,2.91,GFC,3000,strong,90.93744835915417
292,2.92,GFC,3000,strong,98.25377857480326
293,2.93,GFC,3000,strong,106.69557118708023
294,2.94,GFC,3000,strong,115.37163218331432
295,2.95,GFC,3000,strong,123.35113655737203
296,2.96,GFC,3000,strong,129.79616948088818
297,2.97,GFC,3000,strong,134.06191819809777
298,2.98,GFC,3000,strong,135.75960245471015
299,2.99,GFC,3000,strong,134.7865435768179
300,3.0,GFC,3000,strong,131.33006212801592
301,3.0100000000000002,GFC,3000,strong,125.84795465595285
302,3.02,GFC,3000,strong,119.02240335308385
303,3.0300000000000002,GFC,3000,strong,111.68175911305933
304,3.04,GFC,3000,strong,104.68929839014316
305,3.0500000000000003,GFC,3000,strong,98.80936981744573
306,3.06,GFC,3000,strong,94.57475883917377
307,3.0700000000000003,GFC,3000,strong,92.18790900683373
308,3.08,GFC,3000,strong,91.4871717732876
309,3.09,GFC,3000,strong,91.99567271249556
310,3.1,GFC,3000,strong,93.0478526588507
311,3.11,GFC,3000,strong,93.96449633990741
312,3.12,GFC,3000,strong,94.22972952910952
313,3.13,GFC,3000,strong,93.61980847323366
314,3.14,GFC,3000,strong,92.24580971550796
315,3.15,GFC,3000,strong,90.49733457853922
316,3.16,GFC,3000,strong,88.90434634560694
317,3.17,GFC,3000,strong,87.95961824848175
318,3.18,GFC,3000,strong,87.95668272166941
319,3.19,GFC,3000,strong,88.89345333058543
320,3.2,GFC,3000,strong,90.47116226267059
321,3.21,GFC,3000,strong,92.18832030845819
322,3.22,GFC,3000,strong,93.49949604254286
323,3.23,GFC,3000,strong,93.98829493777814
324,3.24,GFC,3000,strong,93.49949604253813
325,3.25,GFC,3000,strong,92.18832030843527
326,3.2600000000000002,GFC,3000,strong,90.47116226256796
327,3.27,GFC,3000,strong,88.89345333014371
328,3.2800000000000002,GFC,3000,strong,87.95668271984248
329,3.29,GFC,3000,strong,87.9596182412198
330,3.3000000000000003,GFC,3000,strong,88.90434631787346
331,3.31,GFC,3000,strong,90.49733447677652
332,3.3200000000000003,GFC,3000,strong,92.24580935675127
333,3.33,GFC,3000,strong,93.61980725805712
334,3.34,GFC,3000,strong,94.22972557447024
335,3.35,GFC,3000,strong,93.96448397466635
336,3.36,GFC,3000,strong,93.04781551161354
337,3.37,GFC,3000,strong,91.99556549178754
338,3.38,GFC,3000,strong,91.48687442937964
339,3.39,GFC,3000,strong,92.18711674699264
340,3.4,GFC,3000,strong,94.57273066865827
341,3.41,GFC,3000,strong,98.8043813227472
342,3.42,GFC,3000,strong,104.67750977476983
343,3.43,GFC,3000,strong,111.65499306066727
344,3.44,GFC,3000,strong,118.96401394029442
345,3.45,GFC,3000,strong,125.72557416860865
346,3.46,GFC,3000,strong,131.08361793739058
347,3.47,GFC,3000,strong,134.3097247286064
348,3.48,GFC,3000,strong,134.8732288453989
349,3.49,GFC,3000,strong,132.47881561794392
350,3.5,GFC,3000,strong,127.07953884533204
351,3.5100000000000002,GFC,3000,strong,118.87212449148791
352,3.52,GFC,3000,strong,108.27642021936951
353,3.5300000000000002,GFC,3000,strong,95.89659796939381
354,3.54,GFC,3000,strong,82.46175581741907
355,3.5500000000000003,GFC,3000,strong,68.74839989271798
356,3.56,GFC,3000,strong,55.494349697726406
357,3.5700000000000003,GFC,3000,strong,43.318938708281046
358,3.58,GFC,3000,strong,32.6649113605837
359,3.59,GFC,3000,strong,23.772555456330718
360,3.6,GFC,3000,strong,16.688334324164114
361,3.61,GFC,3000,strong,11.30192135605025
362,3.62,GFC,3000,strong,7.400061497248049
363,3.63,GFC,3000,strong,4.724463045472595
364,3.64,GFC,3000,strong,3.023456451179891
365,3.65,GFC,3000,strong,2.0916628550567706
366,3.66,GFC,3000,strong,1.7963166936406316
367,3.67,GFC,3000,strong,2.0916625240335525
368,3.68,GFC,3000,strong,3.0234552432650443
369,3.69,GFC,3000,strong,4.724459092659217
370,3.7,GFC,3000,strong,7.400049132443696
371,3.71,GFC,3000,strong,11.301884208892968
372,3.72,GFC,3000,strong,16.68822710337747
373,3.73,GFC,3000,strong,23.77225811199098
374,3.74,GFC,3000,strong,32.66411909893944
375,3.75,GFC,3000,strong,43.31691053060608
376,3.7600000000000002,GFC,3000,strong,55.48936117573465
377,3.77,GFC,3000,strong,68.73661117740382
378,3.7800000000000002,GFC,3000,strong,82.43498941350919
379,3.79,GFC,3000,strong,95.83820736905867
380,3.8000000000000003,GFC,3000,strong,108.15403587870638
381,3.81,GFC,3000,strong,118.62566829254746
382,3.8200000000000003,GFC,3000,strong,126.60268405778017
383,3.83,GFC,3000,strong,131.59233871475178
384,3.84,GFC,3000,strong,133.28984118448122
385,3.85,GFC,3000,strong,131.59233862032664
386,3.86,GFC,3000,strong,126.6026837011887
387,3.87,GFC,3000,strong,118.6256670791978
388,3.88,GFC,3000,strong,108.15403192960471
389,3.89,GFC,3000,strong,95.83819502431231
390,3.9,GFC,3000,strong,82.4349523403065
391,3.91,GFC,3000,strong,68.73650421369194
392,3.92,GFC,3000,strong,55.48906468825183
393,3.93,GFC,3000,strong,43.316121010250576
394,3.94,GFC,3000,strong,32.66209933912719
395,3.95,GFC,3000,strong,23.767294399724094
396,3.96,GFC,3000,strong,16.67650856327356
397,3.97,GFC,3000,strong,11.275308286834562
398,3.98,GFC,3000,strong,7.342154662764016
399,3.99,GFC,3000,strong,4.603314615427323
400,4.0,GFC,3000,strong,2.7799717262559853
401,4.01,GFC,3000,strong,1.621644975741879
402,4.0200000000000005,GFC,3000,strong,0.9249243429188376
403,4.03,GFC,3000,strong,0.5401955269712326
404,4.04,GFC,3000,strong,0.37085241786425527
405,4.05,GFC,3000,strong,0.3696165812993805
406,4.0600000000000005,GFC,3000,strong,0.535504728115895
407,4.07,GFC,3000,strong,0.9132441634469258
408,4.08,GFC,3000,strong,1.59492003212603
409,4.09,GFC,3000,strong,2.7216070719187373
410,4.1,GFC,3000,strong,4.480975333084772
411,4.11,GFC,3000,strong,7.09581927220985
412,4.12,GFC,3000,strong,10.798788376933848
413,4.13,GFC,3000,strong,15.7909313442295
414,4.14,GFC,3000,strong,22.186232640031438
415,4.15,GFC,3000,strong,29.95049520908643
416,4.16,GFC,3000,strong,38.84900752129936
417,4.17,GFC,3000,strong,48.420924529840775
418,4.18,GFC,3000,strong,57.99673744355104
419,4.19,GFC,3000,strong,66.76740828687525
420,4.2,GFC,3000,strong,73.90076926600075
421,4.21,GFC,3000,strong,78.68614870246549
422,4.22,GFC,3000,strong,80.6768539349154
423,4.23,GFC,3000,strong,79.79661760639173
424,4.24,GFC,3000,strong,76.38241052107854
425,4.25,GFC,3000,strong,71.1505926826069
426,4.26,GFC,3000,strong,65.09161850714757
427,4.2700000000000005,GFC,3000,strong,59.31471859431705
428,4.28,GFC,3000,strong,54.873686497778195
429,4.29,GFC,3000,strong,52.60647773106676
430,4.3,GFC,3000,strong,53.01602984719071
431,4.3100000000000005,GFC,3000,strong,56.210333332175196
432,4.32,GFC,3000,strong,61.908933268384864
433,4.33,GFC,3000,strong,69.51213913517354
434,4.34,GFC,3000,strong,78.21875757191833
435,4.3500000000000005,GFC,3000,strong,87.16885235771785
436,4.36,GFC,3000,strong,95.58176799439981
437,4.37,GFC,3000,strong,102.85929004973009
438,4.38,GFC,3000,strong,108.63164185008493
439,4.39,GFC,3000,strong,112.73971116317792
440,4.4,GFC,3000,strong,115.1664347212271
441,4.41,GFC,3000,strong,115.94680031848411
442,4.42,GFC,3000,strong,115.0926015271568
443,4.43,GFC,3000,strong,112.56142942136049
444,4.44,GFC,3000,strong,108.28143795019949
445,4.45,GFC,3000,strong,102.22120224281926
446,4.46,GFC,3000,strong,94.47647770654609
447,4.47,GFC,3000,strong,85.3396806771447
448,4.48,GFC,3000,strong,75.3250649570852
449,4.49,GFC,3000,strong,65.13883645825493
450,4.5,GFC,3000,strong,55.60144700350823
451,4.51,GFC,3000,strong,47.54199383693934
452,4.5200000000000005,GFC,3000,strong,41.68845907785264
453,4.53,GFC,3000,strong,38.57343412882095
454,4.54,GFC,3000,strong,38.46719358775578
455,4.55,GFC,3000,strong,41.34318183500076
456,4.5600000000000005,GFC,3000,strong,46.87768092824851
457,4.57,GFC,3000,strong,54.48493559854924
458,4.58,GFC,3000,strong,63.38827571277948
459,4.59,GFC,3000,strong,72.72369527701781
460,4.6000000000000005,GFC,3000,strong,81.66411448254964
461,4.61,GFC,3000,strong,89.5427437483467
462,4.62,GFC,3000,strong,95.94764645176515
463,4.63,GFC,3000,strong,100.76174439394055
464,4.64,GFC,3000,strong,104.13506271166663
465,4.65,GFC,3000,strong,106.39607195533586
466,4.66,GFC,3000,strong,107.92936661308767
467,4.67,GFC,3000,strong,109.05902786531198
468,4.68,GFC,3000,strong,109.9748559918699
469,4.69,GFC,3000,strong,110.72200211843813
470,4.7,GFC,3000,strong,111.24959815567865
471,4.71,GFC,3000,strong,111.49104416197522
472,4.72,GFC,3000,strong,111.4374872375268
473,4.73,GFC,3000,strong,111.17156710876534
474,4.74,GFC,3000,strong,110.84820353818063
475,4.75,GFC,3000,strong,110.63416903280442
476,4.76,GFC,3000,strong,110.6371285742409
477,4.7700000000000005,GFC,3000,strong,110.85919639043064
478,4.78,GFC,3000,strong,111.19802468541627
479,4.79,GFC,3000,strong,111.49573621437406
480,4.8,GFC,3000,strong,111.61329253975768
481,4.8100000000000005,GFC,3000,strong,111.49576940015127
482,4.82,GFC,3000,strong,111.19813066331528
483,4.83,GFC,3000,strong,110.85949327383577
484,4.84,GFC,3000,strong,110.6379203735394
485,4.8500000000000005,GFC,3000,strong,110.6361959602856
486,4.86,GFC,3000,strong,110.85318807043515
487,4.87,GFC,3000,strong,111.18334335480722
488,4.88,GFC,3000,strong,111.4642161331744
489,4.89,GFC,3000,strong,111.54932631906215
490,4.9,GFC,3000,strong,111.37168117004194
491,4.91,GFC,3000,strong,110.96765359054675
492,4.92,GFC,3000,strong,110.4496451029919
493,4.93,GFC,3000,strong,109.94040783826468
494,4.94,GFC,3000,strong,109.50066436149316
495,4.95,GFC,3000,strong,109.08588739167911
496,4.96,GFC,3000,strong,108.55554223824015
497,4.97,GFC,3000,strong,107.73417535645726
498,4.98,GFC,3000,strong,106.49909857680524
499,4.99,GFC,3000,strong,104.85516550841436
500,5.0,GFC,3000,strong,102.95988356564006
501,5.01,GFC,3000,strong,101.08110959331277
502,5.0200000000000005,GFC,3000,strong,99.4971042491336
503,5.03,GFC,3000,strong,98.37340839825643
504,5.04,GFC,3000,strong,97.66268352614055
505,5.05,GFC,3000,strong,97.06752872470041
506,5.0600000000000005,GFC,3000,strong,96.08474615454712
507,5.07,GFC,3000,strong,94.12098834772829
508,5.08,GFC,3000,strong,90.64505234860361
509,5.09,GFC,3000,strong,85.33023131879682
510,5.1000000000000005,GFC,3000,strong,78.14473631362992
511,5.11,GFC,3000,strong,69.3665404254523
512,5.12,GFC,3000,strong,59.52353636221711
513,5.13,GFC,3000,strong,49.28160421949811
514,5.14,GFC,3000,strong,39.315118255180636
515,5.15,GFC,3000,strong,30.19407238152419
516,5.16,GFC,3000,strong,22.311573065613267
517,5.17,GFC,3000,strong,15.860222382989003
518,5.18,GFC,3000,strong,10.851730562783333
519,5.19,GFC,3000,strong,7.165101737781563
520,5.2,GFC,3000,strong,4.606287663271028
521,5.21,GFC,3000,strong,2.9651030999472807
522,5.22,GFC,3000,strong,2.060807465589299
523,5.23,GFC,3000,strong,1.7733340616699709
524,5.24,GFC,3000,strong,2.0608074465029325
525,5.25,GFC,3000,strong,2.96510302625692
526,5.26,GFC,3000,strong,4.606287406355691
527,5.2700000000000005,GFC,3000,strong,7.16510088137484
528,5.28,GFC,3000,strong,10.851727823301772
529,5.29,GFC,3000,strong,15.860213972286473
530,5.3,GFC,3000,strong,22.311548283180745
531,5.3100000000000005,GFC,3000,strong,30.194002306250038
532,5.32,GFC,3000,strong,39.3149281248251
533,5.33,GFC,3000,strong,49.28110927629068
534,5.34,GFC,3000,strong,59.522300351686155
535,5.3500000000000005,GFC,3000,strong,69.3635797501115
536,5.36,GFC,3000,strong,78.13793500688872
537,5.37,GFC,3000,strong,85.31525003429579
538,5.38,GFC,3000,strong,90.61341700201166
539,5.39,GFC,3000,strong,94.05696141436282
540,5.4,GFC,3000,strong,95.96057943898552
541,5.41,GFC,3000,strong,96.83686993220093
542,5.42,GFC,3000,strong,97.2523763438334
543,5.43,GFC,3000,strong,97.67476671302043
544,5.44,GFC,3000,strong,98.35890921170667
545,5.45,GFC,3000,strong,99.30779981942878
546,5.46,GFC,3000,strong,100.31912925369397
547,5.47,GFC,3000,strong,101.09847762054204
548,5.48,GFC,3000,strong,101.39663165787091
549,5.49,GFC,3000,strong,101.12025628484622
550,5.5,GFC,3000,strong,100.37549439532295
551,5.51,GFC,3000,strong,99.42940030351464
552,5.5200000000000005,GFC,3000,strong,98.60509284648944
553,5.53,GFC,3000,strong,98.15158435114742
554,5.54,GFC,3000,strong,98.13900621596432
555,5.55,GFC,3000,strong,98.42074011744471
556,5.5600000000000005,GFC,3000,strong,98.67919740699072
557,5.57,GFC,3000,strong,98.54085442138853
558,5.58,GFC,3000,strong,97.72012271263753
559,5.59,GFC,3000,strong,96.14020568443615
560,5.6000000000000005,GFC,3000,strong,93.98634487440512
561,5.61,GFC,3000,strong,91.67009387206426
562,5.62,GFC,3000,strong,89.71414245480015
563,5.63,GFC,3000,strong,88.5948777143146
564,5.64,GFC,3000,strong,88.59475766466821
565,5.65,GFC,3000,strong,89.7136723213176
